file_path,file_size,max_ts,metadata,min_ts,mine_name,output_sampling_rate,processed,rig_id,sensor_serial_number
/home/thiago/paca/20181109_RTR69646_S1021.h5,16582498,1541791874.999994,"{'mine_name': 'PACA', 'sensor_axial_axis': 2, 'min_lag_trimmed_trace': -0.1, 'ACOUSTIC_VELOCITY': 4755.0, 'deconvolution_filter_duration': 0.1, 'rig_id': 'HACKATHON1', 'max_lag_trimmed_trace': 0.1, 'trapezoidal_bpf_corner_3': 300.0, 'trapezoidal_bpf_corner_4': 350.0, 'trapezoidal_bpf_corner_1': 80.0, 'trace_length_in_seconds': 1.0, 'trace_length': 0, 'trapezoidal_bpf_corner_2': 100.0, 'multiple_window_search_width_ms': 3.126, 'sensor_distance_to_source': 18.96, 'trapezoidal_bpf_duration': 0.02, 'accelerometer_max_voltage': 0, 'sensor_tangential_axis': 1, 'base_output_path': 'output_data', 'sensor_serial_number': 'S1021', 'output_sampling_rate': 2800, 'primary_window_halfwidth_ms': 2.0}",1541791246.715294,PACA,2800,False,HACKATHON1,S1021
